CI Config Admin Group,Compliance result ID,Vulnerability ID,Date,Environment,Advisory overdue,TotalCompliance result ID,Total Compliance result ID,Total Vulnerability ID
Config0003,9.0,12.0,2023-05-02,,,,,
Config0003,9.0,12.0,2023-05-02,,,,,
Config0003,9.0,12.0,2023-05-02,,,,,
Config0003,9.0,12.0,2023-05-03,,,,,
Config0003,9.0,12.0,2023-05-05,,,,,
Config0003,9.0,12.0,2023-05-05,,,,,
Config0003,9.0,12.0,2023-05-05,,,,,
Config0003,9.0,12.0,2023-05-05,,,,,
Config0002,1.0,64.0,2023-05-05,626.0,61.0,,,
Config0002,1.0,64.0,2023-05-05,,,,,
Config0002,1.0,64.0,2023-05-05,,,,,
Config0002,1.0,64.0,2023-05-05,,,,,
Config0002,1.0,64.0,2023-05-05,,,,,
Config0002,1.0,64.0,2023-05-05,,,,,
Config0002,1.0,64.0,2023-05-05,,,,,
Config0002,1.0,64.0,2023-05-05,,,,,
Config0002,1.0,64.0,2023-05-05,,,,,
Config0002,1.0,64.0,2023-05-05,,,,,
Config0002,1.0,64.0,2023-05-05,,,,,
Config0002,1.0,64.0,2023-05-05,,,,,
Config0002,1.0,64.0,2023-05-05,,,,,
Config0002,1.0,64.0,2023-05-05,,,,,
Config0002,1.0,9.0,2023-05-05,,,,,
Config0002,1.0,9.0,2023-05-05,,,0.0,,
Config0002,1.0,9.0,2023-05-05,,,,0.0,
Config0003,9.0,83.0,2023-05-05,,,,,12.0
