CI Config Admin Group,Compliance result ID,Vulnerability ID,Date,Environment,Advisory overdue,TotalCompliance result ID,Total Compliance result ID,Total Vulnerability ID
Config0011,4.0,0.0,2023-05-02,,,,,
Config0011,4.0,0.0,2023-05-02,,,,,
Config0011,4.0,0.0,2023-05-02,,,,,
Config0011,4.0,0.0,2023-05-03,,,,,
Config0011,4.0,0.0,2023-05-05,,,,,
Config0011,4.0,0.0,2023-05-05,,,,,
Config0011,4.0,0.0,2023-05-05,,,,,
Config0011,4.0,0.0,2023-05-05,,,,,
Config0009,157.0,84.0,2023-05-05,626.0,61.0,,,
Config0009,157.0,84.0,2023-05-05,,,,,
Config0009,157.0,84.0,2023-05-05,,,,,
Config0009,157.0,84.0,2023-05-05,,,,,
Config0009,157.0,84.0,2023-05-05,,,,,
Config0009,157.0,84.0,2023-05-05,,,,,
Config0009,157.0,84.0,2023-05-05,,,,,
Config0009,157.0,84.0,2023-05-05,,,,,
Config0009,157.0,84.0,2023-05-05,,,,,
Config0009,157.0,84.0,2023-05-05,,,,,
Config0009,157.0,84.0,2023-05-05,,,,,
Config0009,157.0,84.0,2023-05-05,,,,,
Config0009,157.0,84.0,2023-05-05,,,,,
Config0009,157.0,84.0,2023-05-05,,,,,
Config0009,157.0,1.0,2023-05-05,,,,,
Config0009,157.0,1.0,2023-05-05,,,84.0,,
Config0009,157.0,1.0,2023-05-05,,,,84.0,
Config0011,4.0,0.0,2023-05-05,,,,,0.0
