CI Config Admin Group,Compliance result ID,Vulnerability ID,Date,Environment,Advisory overdue,TotalCompliance result ID,Total Compliance result ID,Total Vulnerability ID
Config0001,142.0,12.0,2023-05-02,,,,,
Config0001,142.0,12.0,2023-05-02,,,,,
Config0001,142.0,12.0,2023-05-02,,,,,
Config0001,142.0,12.0,2023-05-03,,,,,
Config0001,142.0,12.0,2023-05-05,,,,,
Config0001,142.0,12.0,2023-05-05,,,,,
Config0001,142.0,12.0,2023-05-05,,,,,
Config0001,142.0,12.0,2023-05-05,,,,,
Config0001,517.0,20.0,2023-05-05,626.0,61.0,,,
Config0001,517.0,20.0,2023-05-05,,,,,
Config0001,517.0,20.0,2023-05-05,,,,,
Config0001,517.0,20.0,2023-05-05,,,,,
Config0001,517.0,20.0,2023-05-05,,,,,
Config0001,517.0,20.0,2023-05-05,,,,,
Config0001,517.0,20.0,2023-05-05,,,,,
Config0001,517.0,20.0,2023-05-05,,,,,
Config0001,517.0,20.0,2023-05-05,,,,,
Config0001,517.0,20.0,2023-05-05,,,,,
Config0001,517.0,20.0,2023-05-05,,,,,
Config0001,517.0,20.0,2023-05-05,,,,,
Config0001,517.0,20.0,2023-05-05,,,,,
Config0001,517.0,20.0,2023-05-05,,,,,
Config0001,517.0,12.0,2023-05-05,,,,,
Config0001,517.0,12.0,2023-05-05,,,142.0,,
Config0001,517.0,12.0,2023-05-05,,,,142.0,
Config0001,142.0,20.0,2023-05-05,,,,,12.0
