CI Config Admin Group,Compliance result ID,Vulnerability ID,Date,Environment,Advisory overdue,TotalCompliance result ID,Total Compliance result ID,Total Vulnerability ID
Config0010,37.0,6.0,2023-05-02,,,,,
Config0010,37.0,6.0,2023-05-02,,,,,
Config0010,37.0,6.0,2023-05-02,,,,,
Config0010,37.0,6.0,2023-05-03,,,,,
Config0010,37.0,6.0,2023-05-05,,,,,
Config0010,37.0,6.0,2023-05-05,,,,,
Config0010,37.0,6.0,2023-05-05,,,,,
Config0010,37.0,6.0,2023-05-05,,,,,
Config0008,583.0,111.0,2023-05-05,626.0,61.0,,,
Config0008,583.0,111.0,2023-05-05,,,,,
Config0008,583.0,111.0,2023-05-05,,,,,
Config0008,583.0,111.0,2023-05-05,,,,,
Config0008,583.0,111.0,2023-05-05,,,,,
Config0008,583.0,111.0,2023-05-05,,,,,
Config0008,583.0,111.0,2023-05-05,,,,,
Config0008,583.0,111.0,2023-05-05,,,,,
Config0008,583.0,111.0,2023-05-05,,,,,
Config0008,583.0,111.0,2023-05-05,,,,,
Config0008,583.0,111.0,2023-05-05,,,,,
Config0008,583.0,111.0,2023-05-05,,,,,
Config0008,583.0,111.0,2023-05-05,,,,,
Config0008,583.0,111.0,2023-05-05,,,,,
Config0008,583.0,0.0,2023-05-05,,,,,
Config0008,583.0,0.0,2023-05-05,,,324.0,,
Config0008,583.0,0.0,2023-05-05,,,,324.0,
Config0010,37.0,34.0,2023-05-05,,,,,6.0
